Subject,Class,Unit,Theme,Sub-Theme,File_Path,Book_Section_Heading,Subtopic,Summary
Math,HSSC 2,SOLUTION OF TRIGONOMETRIC EQUATIONS,Mathematics,Applied trig equations,data/math/v2-12-maths-book-2025.txt,SOLUTION OF TRIGONOMETRIC EQUATIONS,Solving trig equations in specified intervals (0 to 2π etc.),Finding solutions within given intervals
Math,HSSC 2,NUMERICAL METHODS,Mathematics,Root-finding methods,data/math/v2-12-maths-book-2025.txt,NUMERICAL METHODS,Bisection method: concept and convergence idea,Understanding and applying bisection method
Math,HSSC 2,NUMERICAL METHODS,Mathematics,Root-finding methods,data/math/v2-12-maths-book-2025.txt,NUMERICAL METHODS,Newton-Raphson method: iteration and error behaviour,Iterative root-finding using Newton-Raphson method
Math,HSSC 2,NUMERICAL METHODS,Mathematics,Numerical integration,data/math/v2-12-maths-book-2025.txt,NUMERICAL METHODS,Trapezoidal and Simpson's approximations (concepts and error),Approximate integration with error considerations
Math,HSSC 2,SEQUENCES AND SERIES,Mathematics,Arithmetic sequences,data/math/v2-12-maths-book-2025.txt,SEQUENCES AND SERIES,"Definition, nth term, sum of arithmetic progression",Properties and formulas for arithmetic sequences
Math,HSSC 2,SEQUENCES AND SERIES,Mathematics,Geometric sequences,data/math/v2-12-maths-book-2025.txt,SEQUENCES AND SERIES,"Geometric sequence: nth term, sum of finite and infinite GP",Formulas for geometric sequences and sums
Math,HSSC 2,SEQUENCES AND SERIES,Mathematics,Special series,data/math/v2-12-maths-book-2025.txt,SEQUENCES AND SERIES,"Harmonic sequence, arithmetic mean, geometric mean",Working with harmonic sequences and mean values
Math,HSSC 2,BINOMIAL THEOREM & FACTORIALS,Mathematics,Factorial notation,data/math/v2-12-maths-book-2025.txt,BINOMIAL THEOREM & FACTORIALS,Factorial notation n! and basic identities (0! = 1),Understanding factorial and simple properties
Math,HSSC 2,BINOMIAL THEOREM & FACTORIALS,Mathematics,Permutations & combinations,data/math/v2-12-maths-book-2025.txt,BINOMIAL THEOREM & FACTORIALS,"Permutations P(n,r) and basic examples (distinct arrangements)",Calculating permutations for distinct objects
Math,HSSC 2,BINOMIAL THEOREM & FACTORIALS,Mathematics,Permutations & combinations,data/math/v2-12-maths-book-2025.txt,BINOMIAL THEOREM & FACTORIALS,"Combinations C(n,r), symmetry, Pascal's identity",Calculating combinations and using Pascal's identity
Math,HSSC 2,BINOMIAL THEOREM & FACTORIALS,Mathematics,Combinations with repetition,data/math/v2-12-maths-book-2025.txt,BINOMIAL THEOREM & FACTORIALS,"Combinations with repetition formula: C(n+r-1,r)",Handling repeated elements in combinations
Math,HSSC 2,BINOMIAL THEOREM & FACTORIALS,Mathematics,Binomial theorem,data/math/v2-12-maths-book-2025.txt,BINOMIAL THEOREM & FACTORIALS,Binomial theorem for positive integer exponent; binomial coefficients,Expanding (a+b)^n and computing coefficients
Math,HSSC 2,BINOMIAL THEOREM & FACTORIALS,Mathematics,Binomial series,data/math/v2-12-maths-book-2025.txt,BINOMIAL THEOREM & FACTORIALS,Binomial series for fractional/negative powers (intro),Intro to binomial series for non-integer exponents
Math,HSSC 2,MATRICES AND DETERMINANTS,Mathematics,Matrices basics,data/math/v2-12-maths-book-2025.txt,MATRICES AND DETERMINANTS,"Types of matrices (square, diagonal, identity, triangular)",Identifying different types of matrices
Math,HSSC 2,MATRICES AND DETERMINANTS,Mathematics,Matrix algebra,data/math/v2-12-maths-book-2025.txt,MATRICES AND DETERMINANTS,"Matrix addition, multiplication rules and properties",Performing matrix operations
Math,HSSC 2,MATRICES AND DETERMINANTS,Mathematics,Determinants,data/math/v2-12-maths-book-2025.txt,MATRICES AND DETERMINANTS,"Determinant definition, properties and computation (2x2, 3x3)",Calculating determinants and understanding properties
Math,HSSC 2,MATRICES AND DETERMINANTS,Mathematics,Inverse & rank,data/math/v2-12-maths-book-2025.txt,MATRICES AND DETERMINANTS,Multiplicative inverse of matrix and rank; row operations,Computing matrix inverse and rank
Math,HSSC 2,MATRICES AND DETERMINANTS,Mathematics,Linear systems,data/math/v2-12-maths-book-2025.txt,MATRICES AND DETERMINANTS,Augmented matrix and solving systems (Gaussian elimination),Solving systems of equations using matrices
Math,HSSC 2,VECTORS,Mathematics,Vector algebra,data/math/v2-12-maths-book-2025.txt,VECTORS,"Vector addition, subtraction and scalar multiplication",Basic vector operations
Math,HSSC 2,VECTORS,Mathematics,Dot product,data/math/v2-12-maths-book-2025.txt,VECTORS,"Dot product, projection, angle between vectors, direction cosines",Calculating dot product and related properties
Math,HSSC 2,VECTORS,Mathematics,Cross product,data/math/v2-12-maths-book-2025.txt,VECTORS,"Cross product, magnitude, direction and applications (area, torque)",Computing cross product and geometric applications
Math,HSSC 2,VECTORS,Mathematics,Scalar triple product,data/math/v2-12-maths-book-2025.txt,VECTORS,Scalar triple product and volume of parallelepiped,Using scalar triple product to find volume
Math,HSSC 2,COMPLEX NUMBERS,Mathematics,Complex algebra,data/math/v2-12-maths-book-2025.txt,COMPLEX NUMBERS,"Definition a+bi, addition, multiplication, conjugate and modulus",Basic operations with complex numbers
Math,HSSC 2,COMPLEX NUMBERS,Mathematics,Polar form & De Moivre,data/math/v2-12-maths-book-2025.txt,COMPLEX NUMBERS,"Polar representation, multiplication/division in polar form, De Moivre's theorem",Expressing complex numbers in polar form and using De Moivre
Math,HSSC 2,COMPLEX NUMBERS,Mathematics,Roots of complex numbers,data/math/v2-12-maths-book-2025.txt,COMPLEX NUMBERS,n-th roots and geometric interpretation on complex plane,Finding n-th roots of complex numbers and plotting
Math,HSSC 2,MISCELLANEOUS & REVIEW,Mathematics,Remainder & factor theorems,data/math/v2-12-maths-book-2025.txt,MISCELLANEOUS & REVIEW,Remainder theorem and factor theorem for polynomials,Applying remainder and factor theorems
Math,HSSC 2,MISCELLANEOUS & REVIEW,Mathematics,Mathematical induction,data/math/v2-12-maths-book-2025.txt,MISCELLANEOUS & REVIEW,Principle of mathematical induction and common proofs,Proving statements using induction
Math,HSSC 2,MISCELLANEOUS & REVIEW,Mathematics,Misc. identities,data/math/v2-12-maths-book-2025.txt,MISCELLANEOUS & REVIEW,"Algebraic identities and typical MCQ fodder (factorizations, symmetric sums)",Using key algebraic identities for problem solving
Physics,HSSC 1,Kinematics,Mechanics,Motion,data/physics/v3-11-physics-book-2025.txt,Kinematics,Scalars and vectors,Understanding scalars and vectors in motion
Physics,HSSC 1,Kinematics,Mechanics,Motion,data/physics/v3-11-physics-book-2025.txt,Kinematics,Distance and displacement,Differentiating distance vs displacement
Physics,HSSC 1,Kinematics,Mechanics,Motion,data/physics/v3-11-physics-book-2025.txt,Kinematics,Speed and velocity,Defining speed and velocity
Physics,HSSC 1,Kinematics,Mechanics,Motion,data/physics/v3-11-physics-book-2025.txt,Kinematics,Acceleration,Understanding acceleration as rate of change of velocity
Physics,HSSC 1,Kinematics,Mechanics,Motion,data/physics/v3-11-physics-book-2025.txt,Kinematics,Equations of uniformly accelerated motion,Deriving and applying kinematic equations
Physics,HSSC 1,Kinematics,Mechanics,Motion,data/physics/v3-11-physics-book-2025.txt,Kinematics,Projectile motion,Analyzing projectile motion parameters
Physics,HSSC 1,Dynamics,Mechanics,Forces,data/physics/v3-11-physics-book-2025.txt,Dynamics,Newton’s laws of motion,Understanding Newton’s laws
Physics,HSSC 1,Dynamics,Mechanics,Forces,data/physics/v3-11-physics-book-2025.txt,Dynamics,"Inertia, mass, and force","Concepts of inertia, mass, and force"
Physics,HSSC 1,Dynamics,Mechanics,Forces,data/physics/v3-11-physics-book-2025.txt,Dynamics,Momentum and impulse,Applying momentum and impulse concepts
Physics,HSSC 1,Dynamics,Mechanics,Forces,data/physics/v3-11-physics-book-2025.txt,Dynamics,Friction,Understanding frictional forces
Physics,HSSC 1,Dynamics,Mechanics,Forces,data/physics/v3-11-physics-book-2025.txt,Dynamics,Circular motion,Analyzing circular motion forces
Physics,HSSC 1,"Work, Energy & Power",Mechanics,Energy,data/physics/v3-11-physics-book-2025.txt,"Work, Energy and Power",Work done,Calculating work done by forces
Physics,HSSC 1,"Work, Energy & Power",Mechanics,Energy,data/physics/v3-11-physics-book-2025.txt,"Work, Energy and Power",Kinetic energy,Defining kinetic energy
Physics,HSSC 1,"Work, Energy & Power",Mechanics,Energy,data/physics/v3-11-physics-book-2025.txt,"Work, Energy and Power",Potential energy,Defining potential energy and its calculation
Physics,HSSC 1,"Work, Energy & Power",Mechanics,Energy,data/physics/v3-11-physics-book-2025.txt,"Work, Energy and Power",Power,Understanding power and its formula
Physics,HSSC 1,"Work, Energy & Power",Mechanics,Energy,data/physics/v3-11-physics-book-2025.txt,"Work, Energy and Power",Conservation of energy,Law of conservation of mechanical energy
Physics,HSSC 1,Properties of Matter,Mechanics,Matter,data/physics/v3-11-physics-book-2025.txt,Properties of Matter,Elasticity,Elastic behavior of materials and Hooke’s law
Physics,HSSC 1,Properties of Matter,Mechanics,Matter,data/physics/v3-11-physics-book-2025.txt,Properties of Matter,Stress–strain curves,Interpreting stress–strain graphs
Physics,HSSC 1,Properties of Matter,Mechanics,Matter,data/physics/v3-11-physics-book-2025.txt,Properties of Matter,Fluid pressure,Pressure in fluids and hydrostatic principle
Physics,HSSC 1,Properties of Matter,Mechanics,Matter,data/physics/v3-11-physics-book-2025.txt,Properties of Matter,Buoyancy,Archimedes’ principle and buoyant force
Physics,HSSC 1,Properties of Matter,Mechanics,Matter,data/physics/v3-11-physics-book-2025.txt,Properties of Matter,Viscosity,Viscous forces and coefficient of viscosity
Physics,HSSC 1,Heat and Thermodynamics,Thermodynamics,Heat,data/physics/v3-11-physics-book-2025.txt,Heat and Thermodynamics,Thermal expansion,"Expansion of solids, liquids, and gases"
Physics,HSSC 1,Heat and Thermodynamics,Thermodynamics,Heat,data/physics/v3-11-physics-book-2025.txt,Heat and Thermodynamics,Heat capacity,Specific heat capacity and calorimetry
Physics,HSSC 1,Heat and Thermodynamics,Thermodynamics,Heat,data/physics/v3-11-physics-book-2025.txt,Heat and Thermodynamics,Latent heat,Heat absorbed/released during phase changes
Physics,HSSC 1,Heat and Thermodynamics,Thermodynamics,Heat,data/physics/v3-11-physics-book-2025.txt,Heat and Thermodynamics,Laws of thermodynamics,First and second laws of thermodynamics
Physics,HSSC 1,Waves,Wave Physics,Oscillations,data/physics/v3-11-physics-book-2025.txt,Waves,Wave characteristics,"Amplitude, wavelength, frequency, speed"
Physics,HSSC 1,Waves,Wave Physics,Oscillations,data/physics/v3-11-physics-book-2025.txt,Waves,Sound waves,Properties and propagation of sound waves
Physics,HSSC 1,Waves,Wave Physics,Oscillations,data/physics/v3-11-physics-book-2025.txt,Waves,Doppler effect,Frequency shift due to relative motion
Physics,HSSC 1,Light,Optics,Light,data/physics/v3-11-physics-book-2025.txt,Light,Reflection,Laws of reflection and plane/curved mirrors
Physics,HSSC 1,Light,Optics,Light,data/physics/v3-11-physics-book-2025.txt,Light,Refraction,Snell’s law and refractive index
Physics,HSSC 1,Light,Optics,Light,data/physics/v3-11-physics-book-2025.txt,Light,Optical instruments,"Lenses, microscopes, and telescopes"
Physics,HSSC 1,Electricity,Electromagnetism,Electricity,data/physics/v3-11-physics-book-2025.txt,Electricity,Electric charge and fields,Coulomb’s law and electric field concepts
Physics,HSSC 1,Electricity,Electromagnetism,Electricity,data/physics/v3-11-physics-book-2025.txt,Electricity,Electric current,"Current, circuits, and conventional flow"
Physics,HSSC 1,Electricity,Electromagnetism,Electricity,data/physics/v3-11-physics-book-2025.txt,Electricity,Resistance and Ohm’s law,Ohm’s law and resistivity
Physics,HSSC 1,Magnetism,Electromagnetism,Magnetism,data/physics/v3-11-physics-book-2025.txt,Magnetism,Magnetic fields,Magnetic field lines and magnetic force
Physics,HSSC 1,Magnetism,Electromagnetism,Magnetism,data/physics/v3-11-physics-book-2025.txt,Magnetism,Electromagnets,Electromagnetic induction and uses
Physics,HSSC 1,Electromagnetism,Electromagnetism,EM Induction,data/physics/v3-11-physics-book-2025.txt,Electromagnetism,Faraday’s law,Induced EMF and applications
Physics,HSSC 1,Electromagnetism,Electromagnetism,EM Induction,data/physics/v3-11-physics-book-2025.txt,Electromagnetism,Lenz’s law,Direction of induced current and EMF
Physics,HSSC 2,Gravitation,Mechanics,Gravity,data/physics/v2-12-physics-book-2025.txt,Gravitation,Newton’s law of universal gravitation,Force between two masses
Physics,HSSC 2,Gravitation,Mechanics,Gravity,data/physics/v2-12-physics-book-2025.txt,Gravitation,Gravitational force and inverse-square law,Distance dependence of gravitational force
Physics,HSSC 2,Gravitation,Mechanics,Gravity,data/physics/v2-12-physics-book-2025.txt,Gravitation,Gravitational field strength,Field strength g and its formula
Physics,HSSC 2,Gravitation,Mechanics,Gravity,data/physics/v2-12-physics-book-2025.txt,Gravitation,Variation of g with altitude,Change of g with height above Earth
Physics,HSSC 2,Gravitation,Mechanics,Gravity,data/physics/v2-12-physics-book-2025.txt,Gravitation,Gravitational potential and potential energy,Potential energy in gravitational field
Physics,HSSC 2,Gravitation,Mechanics,Gravity,data/physics/v2-12-physics-book-2025.txt,Gravitation,Satellites and types of satellite orbits,Classification of satellites
Physics,HSSC 2,Gravitation,Mechanics,Gravity,data/physics/v2-12-physics-book-2025.txt,Gravitation,Orbital velocity,Velocity required for orbit
Physics,HSSC 2,Gravitation,Mechanics,Gravity,data/physics/v2-12-physics-book-2025.txt,Gravitation,Geostationary satellites,Characteristics of geostationary orbit
Physics,HSSC 2,Statistical Mechanics and Thermodynamics,Thermodynamics,Energy,data/physics/v2-12-physics-book-2025.txt,Statistical Mechanics and Thermodynamics,Macrostates and microstates,Microstates and macrostates in thermodynamic systems
Physics,HSSC 2,Statistical Mechanics and Thermodynamics,Thermodynamics,Energy,data/physics/v2-12-physics-book-2025.txt,Statistical Mechanics and Thermodynamics,Entropy,Concept of entropy and disorder
Physics,HSSC 2,Statistical Mechanics and Thermodynamics,Thermodynamics,Energy,data/physics/v2-12-physics-book-2025.txt,Statistical Mechanics and Thermodynamics,Thermodynamic processes,"Isothermal, adiabatic, isobaric, and isochoric processes"
Physics,HSSC 2,Statistical Mechanics and Thermodynamics,Thermodynamics,Energy,data/physics/v2-12-physics-book-2025.txt,Statistical Mechanics and Thermodynamics,Heat engines & efficiency,"Work output and efficiency of engines"
Physics,HSSC 2,Simple Harmonic Motion,Waves & Oscillations,Oscillations,data/physics/v2-12-physics-book-2025.txt,Simple Harmonic Motion,Equations of SHM,"Displacement, velocity, and acceleration in SHM"
Physics,HSSC 2,Simple Harmonic Motion,Waves & Oscillations,Oscillations,data/physics/v2-12-physics-book-2025.txt,Simple Harmonic Motion,Energy in SHM,Kinetic and potential energy in oscillations
Physics,HSSC 2,Simple Harmonic Motion,Waves & Oscillations,Oscillations,data/physics/v2-12-physics-book-2025.txt,Simple Harmonic Motion,Damped oscillations,Exponential decay in oscillatory motion
Physics,HSSC 2,Simple Harmonic Motion,Waves & Oscillations,Oscillations,data/physics/v2-12-physics-book-2025.txt,Simple Harmonic Motion,Forced oscillations & resonance,Driven oscillations and resonance condition
Physics,HSSC 2,Diffraction and Interference,Optics,Waves,data/physics/v2-12-physics-book-2025.txt,Diffraction and Interference,Diffraction patterns,Diffraction from slits and edges
Physics,HSSC 2,Diffraction and Interference,Optics,Waves,data/physics/v2-12-physics-book-2025.txt,Diffraction and Interference,Young’s double-slit interference,Fringe formation and calculation
Physics,HSSC 2,Diffraction and Interference,Optics,Waves,data/physics/v2-12-physics-book-2025.txt,Diffraction and Interference,Diffraction gratings,Multiple-slit diffraction and maxima positions
Physics,HSSC 2,Electric Potential and Capacitor,Electricity,Electrostatics,data/physics/v2-12-physics-book-2025.txt,Electric Potential and Capacitor,Electric potential,Work done per unit charge
Physics,HSSC 2,Electric Potential and Capacitor,Electricity,Electrostatics,data/physics/v2-12-physics-book-2025.txt,Electric Potential and Capacitor,Capacitance,Definition and formulas for capacitors
Physics,HSSC 2,Electric Potential and Capacitor,Electricity,Electrostatics,data/physics/v2-12-physics-book-2025.txt,Electric Potential and Capacitor,Energy stored in capacitors,Energy formula and storage in capacitors
Physics,HSSC 2,Alternating Current,Electricity,AC Circuits,data/physics/v2-12-physics-book-2025.txt,Alternating Current,RMS values,Root-mean-square values of voltage/current
Physics,HSSC 2,Alternating Current,Electricity,AC Circuits,data/physics/v2-12-physics-book-2025.txt,Alternating Current,Capacitive & inductive reactance,Reactance in AC circuits
Physics,HSSC 2,Alternating Current,Electricity,AC Circuits,data/physics/v2-12-physics-book-2025.txt,Alternating Current,Power in AC circuits,"Real, reactive, and apparent power"
Physics,HSSC 2,Alternating Current,Electricity,AC Circuits,data/physics/v2-12-physics-book-2025.txt,Alternating Current,Transformers,Working and applications of transformers
Physics,HSSC 2,Quantum Physics,Modern Physics,Quantum,data/physics/v2-12-physics-book-2025.txt,Quantum Physics,Photoelectric effect,Emission of electrons from surfaces
Physics,HSSC 2,Quantum Physics,Modern Physics,Quantum,data/physics/v2-12-physics-book-2025.txt,Quantum Physics,Wave–particle duality,Light and matter exhibit dual nature
Physics,HSSC 2,Quantum Physics,Modern Physics,Quantum,data/physics/v2-12-physics-book-2025.txt,Quantum Physics,Atomic spectra,Spectra of hydrogen and other elements
Physics,HSSC 2,Quantum Physics,Modern Physics,Quantum,data/physics/v2-12-physics-book-2025.txt,Quantum Physics,Bohr model,Energy levels and transitions in atoms
Physics,HSSC 2,Nuclear Physics,Modern Physics,Nuclear,data/physics/v2-12-physics-book-2025.txt,Nuclear Physics,Radioactivity,Types of radioactive decay
Physics,HSSC 2,Nuclear Physics,Modern Physics,Nuclear,data/physics/v2-12-physics-book-2025.txt,Nuclear Physics,Half-life,Decay constant and calculation
Physics,HSSC 2,Nuclear Physics,Modern Physics,Nuclear,data/physics/v2-12-physics-book-2025.txt,Nuclear Physics,Nuclear fission and fusion,Energy release in fission and fusion
Physics,HSSC 2,Cosmology,Astrophysics,Universe,data/physics/v2-12-physics-book-2025.txt,Cosmology,Big Bang theory,Origin of universe and supporting evidence
Physics,HSSC 2,Cosmology,Astrophysics,Universe,data/physics/v2-12-physics-book-2025.txt,Cosmology,Expansion of the universe,Hubble’s law and redshift
Physics,HSSC 2,Cosmology,Astrophysics,Universe,data/physics/v2-12-physics-book-2025.txt,Cosmology,Dark matter and dark energy,Matter-energy composition of universe
Physics,HSSC 2,Earth’s Climate,Climate Science,Climate,data/physics/v2-12-physics-book-2025.txt,Earth’s Climate,Greenhouse effect,Effect of greenhouse gases
Physics,HSSC 2,Earth’s Climate,Climate Science,Climate,data/physics/v2-12-physics-book-2025.txt,Earth’s Climate,Climate models,Simulation and prediction of climate
Physics,HSSC 2,Earth’s Climate,Climate Science,Climate,data/physics/v2-12-physics-book-2025.txt,Earth’s Climate,Human impact on climate,Anthropogenic influences on climate
Physics,HSSC 2,Medical Imaging,Medical Physics,Imaging,data/physics/v2-12-physics-book-2025.txt,Medical Imaging,X-ray imaging,Principle and use of X-rays
Physics,HSSC 2,Medical Imaging,Medical Physics,Imaging,data/physics/v2-12-physics-book-2025.txt,Medical Imaging,MRI,Magnetic resonance imaging principle
Physics,HSSC 2,Medical Imaging,Medical Physics,Imaging,data/physics/v2-12-physics-book-2025.txt,Medical Imaging,CT scan,Computed tomography imaging technique
Physics,HSSC 2,Medical Imaging,Medical Physics,Imaging,data/physics/v2-12-physics-book-2025.txt,Medical Imaging,PET scan,Positron emission tomography and applications
Physics,HSSC 2,Nature of Science: A Debate,Science,Philosophy,data/physics/v2-12-physics-book-2025.txt,Nature of Science: A Debate,Scientific method,Steps of scientific inquiry
Physics,HSSC 2,Nature of Science: A Debate,Science,Philosophy,data/physics/v2-12-physics-book-2025.txt,Nature of Science: A Debate,Role of observation and experimentation,Observation and experiments in science
Physics,HSSC 2,Nature of Science: A Debate,Science,Philosophy,data/physics/v2-12-physics-book-2025.txt,Nature of Science: A Debate,Ethics in science,Ethical considerations in scientific research
